"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"11/19/2010","Debt Protection Per","DEBT PROTECTION AT .3000 PER 100","30.00","debit","Bank Fee","WORLD MASTERCARD","",""
"11/19/2010","Target","TARGET        00023135     EDINA","149.06","debit","Shopping","Checking","",""
"11/19/2010","Land's End","LEI*LANDS END CLOTHING     800-3","97.37","debit","Clothing","Checking","",""
"11/19/2010","Mulberrys Garment Care","MULBERRYS GARMENT CARE     MINNE","48.39","debit","Dry Cleaning","Checking","",""
"11/19/2010","RadioShack","RADIOSHACK COR00161364     RICHF","24.12","debit","Electronics & Software","Checking","",""
"11/19/2010","Cole's Salon","COLE'S SALON - EAGAN S     EAGAN","39.00","debit","Personal Care","Checking","",""
"11/19/2010","Namesecure","NAMESECURE INC             570-7","30.26","debit","Professional Dues","Checking","",""
"11/19/2010","Bachman's","BACHMAN'S INC #0002        877-2","86.87","debit","Gift","Checking","",""
"11/19/2010","Kowalski's","KOWALSKI'S MARKET          MINNE","6.36","debit","Groceries","Checking","",""
"11/19/2010","Transfer to 5665","CITIBANK CRDT CD ONLINE PMT ****","301.00","debit","Credit Card Payment","Checking","",""
"11/19/2010","Kowalski's","KOWALSKI'S MARKET          MINNE","75.87","debit","Groceries","Checking","",""
"11/19/2010","Target","TARGET        00023002     RICHF","17.68","debit","Shopping","Checking","",""
"11/19/2010","Chipotle","CHIPOTLE 0238      QPS     EAGAN","10.39","debit","Fast Food","Checking","",""
"11/19/2010","Starbucks","STARBUCKS USA 00002881     MINNE","3.39","debit","Coffee Shops","Checking","",""
"11/19/2010","Holiday Stationstore","HOLIDAY STNSTORE 0025      MINNE","52.38","debit","Gas & Fuel","Checking","",""
"11/19/2010","Transfer from Checking","ELECTRONIC PAYMENT-THANK YOU","301.00","credit","Credit Card Payment","5665","",""
"11/18/2010","Micro Center","MICRO CENTER 45     ST. LOUIS P45PO3027871 9522854040 320103220298457946","186.61","debit","Electronics & Software","Traditional Green Card","",""
"11/18/2010","Kowalski's","KOWALSKI'S MARKET          MINNE","17.79","debit","Groceries","Checking","",""
"11/18/2010","Starbucks","STARBUCKS USA 00002881     MINNE","24.36","debit","Coffee Shops","Checking","",""
"11/18/2010","Lone Oak","2825 LONE OAK PARK         EAGAN","5.00","debit","Business Services","Checking","",""
"11/18/2010","Starbucks","STARBUCKS USA 00024695     EAGAN","3.70","debit","Coffee Shops","Checking","",""
"11/18/2010","Ameriprise Financial","AMERIPRISE FINAN DIRECT DEP ****","2509.53","credit","Paycheck KK","Checking","",""
"11/18/2010","Kowalski's","KOWALSKI'S MARKET          MINNE","19.25","debit","Groceries","Checking","",""
"11/17/2010","Bachman's","BACHMAN'S INC #0002        877-2","54.95","debit","Gift","Checking","",""
"11/17/2010","Visi Incorp","VISI INCORP                612-3","19.95","credit","Internet","Checking","",""
"11/17/2010","Brueggers Qps St","BRUEGGERS #46      QPS     ST. P","8.59","debit","Food & Dining","Checking","",""
"11/17/2010","USAA","USAA.COM PAYMNT  P&C","57.88","debit","Financial","Checking","",""
"11/17/2010","McDonald's","MCDONALDS  F29004          EAGAN","19.14","debit","Fast Food","Checking","",""
"11/17/2010","Kowalski's","KOWALSKI'S MARKET          MINNE","11.85","debit","Groceries","Checking","",""
"11/17/2010","Shady Oak Veterinary Clinic","SHADY OAK VETERINARY C     MINNE","71.70","debit","Veterinary","Checking","",""
"11/16/2010","Kowalski's","KOWALSKI'S MARKET          MINNE","6.99","debit","Groceries","Checking","",""
"11/16/2010","Leeann Chin","LEEANN CHIN #130 KNOLL     GOLDE","27.71","debit","Restaurants","Checking","",""
"11/16/2010","Visi Incorp","VISI INCORP                612-3","19.95","debit","Internet","Checking","",""
"11/16/2010","Lone Oak","2825 LONE OAK PARK         EAGAN","20.00","debit","Business Services","Checking","",""
"11/15/2010","Champps","CHAMPPS #65209 0087 RICHFIELD99970108    612-861-3333 320103190263404232","50.67","debit","Restaurants","Traditional Green Card","",""
"11/15/2010","Dick's Sporting","DICKS SPORTING 411 RMINNEAPOLIS00411009046 SPORTING GOODS STORE 320103190263404230","141.50","debit","Sporting Goods","Traditional Green Card","",""
"11/15/2010","Micro Center","MICRO CENTER 45     ST. LOUIS P45PO3027871 9522854040 320103190263404229","186.61","debit","Electronics & Software","Traditional Green Card","",""
"11/15/2010","RadioShack","RADIOSHACK COR160945ST LOUIS PA085278226   952-9355963 320103190263404231","33.21","debit","Electronics & Software","Traditional Green Card","",""
"11/15/2010","Blockbuster","Blockbuster Inc#94035 Richfield Mn","5.36","debit","Movies & DVDs","NWA Card","",""
"11/15/2010","American Express Credit Card","AMERICAN EXPRESS ELEC REMIT ****","50.00","debit","Credit Card Payment","Checking","",""
"11/15/2010","Caribou Coffee","CARIBOU COFFEE#1209QPS     MINNE","2.10","debit","Coffee Shops","Checking","",""
"11/15/2010","AMC","AMC SOUTHDALE 06007058     Edina","35.00","debit","Movies & DVDs","Checking","",""
"11/15/2010","Barnes & Noble","BARNES & NOBLE #2514       E","26.16","debit","Books","Checking","",""
"11/15/2010","Shady Oak Veterinary Clinic","SHADY OAK VETERINARY C     MINNE","60.49","debit","Veterinary","Checking","",""
"11/15/2010","Best Buy","BEST BUY MHT  00010009     MINNE","75.07","debit","Electronics & Software","Checking","",""
"11/15/2010","Bath & Body Works","BATH & BODY WORKS 0200     E","12.87","debit","Spa & Massage","Checking","",""
"11/15/2010","Caribou Coffee","CARIBOU COFFEE#1209QPS     MINNE","4.14","debit","Coffee Shops","Checking","",""
"11/15/2010","H&M","H & M #84                  B","19.95","debit","Clothing","Checking","",""
"11/15/2010","Soccer.com","KELIIX INTRA SOCCER CL     MINNE","70.00","debit","Sporting Goods","Checking","",""
"11/15/2010","AMC","AMC SOUTHDALE 06007058     Edina","10.00","debit","Movies & DVDs","Checking","",""
"11/15/2010","Land's End","LANDS END                  RICHF","95.00","debit","Clothing","Checking","",""
"11/15/2010","BP","LYNDALE BP         QPS     MINNE","51.74","debit","Gas & Fuel","Checking","",""
"11/15/2010","Sprint","SPRINT           ONLINE PMT ****","1.00","debit","Home Phone","Checking","",""
"11/15/2010","Sawatdee Thai Cuisine","SAWATDEE THAI CUISINE      BLOOM","26.42","debit","Restaurants","Checking","",""
"11/15/2010","ULTA","ULTA #120                  EDINA","12.33","debit","Personal Care","Checking","",""
"11/15/2010","AMC","AMC SOUTHDALE 06007058     Edina","21.00","debit","Movies & DVDs","Checking","",""
"11/15/2010","See's Candies","SEE'S CANDIES #756         EDINA","17.27","debit","Coffee Shops","Checking","",""
"11/15/2010","USAA Credit Card Payment","USAA CREDIT CARD PAYMENT    ****","48.00","debit","Credit Card Payment","Checking","",""
"11/15/2010","Boingo Wireless","BWI*BOINGO WIRELESS        800-8","6.95","debit","Bills & Utilities","Checking","",""
"11/15/2010","Soccer.com","KELIIX INTRA SOCCER CL     MINNE","225.00","debit","Sporting Goods","Checking","",""
"11/15/2010","Dan Kellys Bar & Grill","DAN KELLY'S BAR AND GR     MINNE","13.00","debit","Alcohol & Bars","Checking","",""
"11/15/2010","Jo-Ann Stores","JO-ANN ETC #2026           EDINA","2.98","debit","Hobbies","Checking","",""
"11/15/2010","Starbucks","STARBUCKS USA 00002881     MINNE","21.86","debit","Coffee Shops","Checking","",""
"11/15/2010","Chase","CHASE MTGE       ONLINE PMT ****","1585.00","debit","Mortgage & Rent","Checking","",""
"11/15/2010","H&M","H & M #84                  B","8.53","debit","Clothing","Checking","",""
"11/15/2010","Houlihans","HOULIHANS     00411041     RICHF","35.00","debit","Restaurants","Checking","",""
"11/14/2010","Transfer from Checking","AUTOMATIC PAYMENT - THANK YOU","48.00","credit","Credit Card Payment","WORLD MASTERCARD","",""
"11/13/2010","Twin City Grill","TWIN CITY GRILL     BLOOMINGTON2624854     RESTAURANT 320103170242040074","31.42","debit","Restaurants","Traditional Green Card","",""
"11/13/2010","Target","TARGET T-2313 2313  EDINA00975109    DISCOUNT STORE 320103170242040075","41.32","debit","Shopping","Traditional Green Card","",""
"11/12/2010","Best Buy","BEST BUY MHT   281  RICHFIELD000204089   ELECTRONICS STORE 320103160230992610","23.58","debit","Electronics & Software","Traditional Green Card","",""
"11/12/2010","United Airlines","UNITED AIRLINES      CHICAGOTKT# 0164068960171 320103160230992609","19.00","debit","Air Travel","Traditional Green Card","",""
"11/12/2010","Transfer from Checking","USAA.COM PMT-THANKS      SAN ANT","402.00","credit","Credit Card Payment","WORLD MASTERCARD","",""
"11/12/2010","Transfer to Checking","USAA FUNDS TRANSFER DB","300.00","debit","Transfer","USAA SAVINGS","",""
"11/12/2010","Ben & Jerry's","BEN AND JERRY'S    QPS     EDINA","11.26","debit","Fast Food","Checking","",""
"11/12/2010","Centerpoint Energy Gas","CTRPT ENGY MINNE ONLINE PMT ****","67.67","debit","Bills & Utilities","Checking","",""
"11/12/2010","Mastercuts","MASTERCUTS                 EDINA","26.95","debit","Personal Care","Checking","",""
"11/12/2010","Airport Parking","MSP AIRPORT PARKINGQPS     SAINT","3.00","debit","Auto & Transport","Checking","",""
"11/12/2010","William F Bolger","WILLIAM F BOLGER CENTE     POTOM","10.50","debit","Food & Dining","Checking","",""
"11/12/2010","Dino Greek P","DINO'S THE GREEK P         EDINA","30.54","debit","Restaurants","Checking","",""
"11/12/2010","USAA Credit Card Payment","USAA.COM PAYMNT  CREDIT CRD ****","402.00","debit","Credit Card Payment","Checking","",""
"11/12/2010","Kowalski's","KOWALSKI'S MARKET          MINNE","18.68","debit","Groceries","Checking","",""
"11/12/2010","Neofill Half Off","NEOFILL HALF OFF DE        08663","44.50","debit","Gift","Checking","",""
"11/12/2010","Starbucks","STARBUCKS USA 00002881     MINNE","7.01","debit","Coffee Shops","Checking","",""
"11/12/2010","AT&T Wireless","AT&T MOBILITY    ONLINE PMT","170.00","debit","Mobile Phone","Checking","",""
"11/12/2010","Skype","WWW.SKYPE.COM              INTER","10.10","debit","Home Phone","Checking","",""
"11/12/2010","Airport Parking","MSP AIRPORT PARKINGQPS     SAINT","6.00","debit","Auto & Transport","Checking","",""
"11/12/2010","Hsbc Retail Online","HSBC RETAIL      ONLINE PMT ****","50.00","debit","Bills & Utilities","Checking","",""
"11/12/2010","Transfer from USAA SAVINGS","USAA FUNDS TRANSFER CR","300.00","credit","Transfer","Checking","",""
"11/12/2010","Frenchy Bee","THE FRENCHY BEE            425-3","127.80","debit","Gift","Checking","",""
"11/12/2010","Ameriprise Financial Minne","AMERIPRISE FINANCIAL       MINNE","20.00","debit","Cash & ATM","Checking","",""
"11/11/2010","Potbelly Sandwich Works","POTBELLY 137 5429298WASHINGTON000425001   7034173092 320103150218359639","4.88","debit","Fast Food","Traditional Green Card","",""
"11/11/2010","Airport","SI *NATL AIRPORT SHOWASHINGTON031502311   703-417-1925 320103150218359637","75.00","debit","Air Travel","Traditional Green Card","",""
"11/11/2010","Hudson News O","HUDSON NEWS O'HARE JDESPLAINES551000029 3 2019395050 320103150218359640","5.59","debit","Travel","Traditional Green Card","",""
"11/11/2010","Borders","BORDERS AIRPOR007501WASHINGTON009142819   703-4161590 320103150218359642","35.07","debit","Books","Traditional Green Card","",""
"11/11/2010","Matsutake Sushi Mats","MATSUTAKE SUSHI MATSWASHINGTON032713473   703-417-0521 320103150218359638","30.71","debit","Restaurants","Traditional Green Card","",""
"11/11/2010","United Airlines","UNITED AIRLINES      WASHINGTONTKT# 0164068680793 320103150218359641","39.00","debit","Air Travel","Traditional Green Card","",""
"11/10/2010","On The Go","MOVIES ON THE GO 953BLOOMINGTON48404179    763-772-8856 320103140206986118","5.39","debit","Groceries","Traditional Green Card","",""
"11/10/2010","RadioShack","RADIOSHACK COR124305GAITHERSBUR084397305   301-9879534 320103140206986117","21.19","debit","Electronics & Software","Traditional Green Card","",""
"11/10/2010","USPS Payroll","MPLS USPS PDC MN FED SALARY ****","100.00","credit","Paycheck Nick","USAA SAVINGS","",""
"11/10/2010","Home Depot","THE HOME DEPOT 2805        BLOOM","4.03","debit","Home Improvement","Checking","",""
"11/10/2010","World Gourmet Wine","WORLD GOURMET WINE & B     P","30.72","debit","Alcohol & Bars","Checking","",""
"11/10/2010","Transfer to VISA","WELLS FARGO CC   ONLINE PMT ****","208.00","debit","Credit Card Payment","Checking","",""
"11/10/2010","Starbucks","STARBUCKS USA 00007476     BETHE","20.91","debit","Coffee Shops","Checking","",""
"11/10/2010","Kowalski's","KOWALSKI'S MARKET          MINNE","6.36","debit","Groceries","Checking","",""
"11/10/2010","United St Pa","UNITED                     ST PA","19.00","debit","Travel","Checking","",""
"11/10/2010","USPS Payroll","MPLS USPS PDC MN FED SALARY ****","1712.80","credit","Paycheck Nick","Checking","",""
"11/10/2010","Shell","SHELL OIL 574402716QPS     RICHF","69.58","debit","Gas & Fuel","Checking","",""
"11/10/2010","Xcel Energy","XCEL ENERGY-NSP  ONLINE PMT ****","80.08","debit","Utilities","Checking","",""
"11/10/2010","CVS","CVS PHARMACY #1475 Q03     BETHE","5.29","debit","Pharmacy","Checking","",""
"11/10/2010","Rite Aid","RITE AID STORE 3828Q05     POTOM","3.08","debit","Pharmacy","Checking","",""
"11/10/2010","Transfer from Checking","PAYMENT - THANK YOU","208.00","credit","Credit Card Payment","VISA","",""
"11/09/2010","Boingo Wireless","BWI*BOINGO WIRELESS        800-8","7.95","debit","Bills & Utilities","Checking","",""
"11/09/2010","Storables","STORABLES 25       QPS     EDINA","20.33","debit","Furnishings","Checking","",""
"11/09/2010","Wolfgang Puck Chica","WOLFGANG PUCK 20258315     CHICA","14.37","debit","Food & Dining","Checking","",""
"11/09/2010","Caribou Coffee","CARIBOU COFFEE CO #117     ST. P","2.31","debit","Coffee Shops","Checking","",""
"11/09/2010","Check 2735","CHECK # 0000002735","112.50","debit","Check","Checking","",""
"11/09/2010","Michaels Bloom","MICHAELS #3739             BLOOM","7.80","credit","Income","Checking","",""
"11/09/2010","Nt French Meadow Bakery","NT FRENCH MEAD20354791     ST PA","12.53","debit","Food & Dining","Checking","",""
"11/09/2010","Nelson Cheese Factory","NELSON CHEESE FACTORY      NELSO","17.65","debit","Groceries","Checking","",""
"11/09/2010","Chipotle","CHIPOTLE 1225      QPS     BETHE","10.49","debit","Fast Food","Checking","",""
"11/09/2010","Caribou Coffee","CARIBOU COFFEE CO #117     ST. P","1.07","debit","Coffee Shops","Checking","",""
"11/09/2010","Target","TARGET        00023135     EDINA","126.36","debit","Shopping","Checking","",""
"11/09/2010","Garrett Popcorn Qps","GARRETT POPCORN    QPS     CHICA","7.81","debit","Food & Dining","Checking","",""
"11/09/2010","Giant Food","GIANT FOOD INC #132QPS     BETHE","11.42","debit","Groceries","Checking","",""
"11/08/2010","Interest Charge","Interest Charge","128.14","debit","Finance Charge","NWA Card","",""
"11/08/2010","Freedom","FREEDOM  36   11010311     PRESC","55.24","debit","Legal","Checking","",""
"11/08/2010","Hawks Vw Winery","HAWKS VW WINERY LDGING     FOUNT","191.48","debit","Hotel","Checking","",""
"11/08/2010","Bloom","HP BLOOMINGTON RX          BLOOM","135.86","debit","Groceries","Checking","",""
"11/08/2010","Bread and Chocolate","BREAD AND CHOCOLAT QPS     ST PA","4.20","debit","Restaurants","Checking","",""
"11/08/2010","Rd Street Hwy","300-3RD STREET HWY         PEPIN","102.50","debit","Uncategorized","Checking","",""
"11/08/2010","Kowalski's","KOWALSKI'S MARKET          MINNE","15.13","debit","Groceries","Checking","",""
"11/08/2010","Walgreen","WALGREENS #2196    QPS     MINNE","7.52","debit","Pharmacy","Checking","",""
"11/08/2010","CVS","CVS PHARMACY #5161 Q03     ST PA","21.52","debit","Pharmacy","Checking","",""
"11/08/2010","Borders","BORDERS BKS&MU01001890     R","27.82","debit","Books","Checking","",""
"11/08/2010","Usps St Louis","USPS   ST. LOUIS CONTRACTS  ****","119.50","credit","Income","Checking","",""
"11/08/2010","Target","TARGET        00010967     WINON","1.59","debit","Shopping","Checking","",""
"11/08/2010","Einstein Bros","EINSTEIN BROS #1549        RICHF","12.24","debit","Coffee Shops","Checking","",""
"11/08/2010","Kowalski's","KOWALSKI'S MARKET          MINNE","15.98","debit","Groceries","Checking","",""
"11/08/2010","American Express Credit Card","AMERICAN EXPRESS ELEC REMIT ****","82.57","debit","Credit Card Payment","Checking","",""
"11/08/2010","Target","TARGET        00010967     WINON","3.95","debit","Shopping","Checking","",""
"11/08/2010","Mercantila","DOCKSIDE MERCANTILE        PEPIN","174.37","debit","Shopping","Checking","",""
"11/08/2010","Whole Foods","WHOLEFDS STP 10035         ST. P","81.89","debit","Groceries","Checking","",""
"11/08/2010","Target","TARGET        00021352     OAKDA","27.99","debit","Shopping","Checking","",""
"11/08/2010","Netflix","NFI*WWW.NETFLIX.COM/CC     NETFL","9.69","debit","Movies & DVDs","Checking","",""
"11/08/2010","Bnox Gold Iron","BNOX GOLD & IRON           P","53.81","debit","Gifts & Donations","Checking","",""
"11/05/2010","Thank You","ONLINE PAYMENT - THANK YOU 320103090150904638","82.57","credit","Credit Card Payment","Traditional Green Card","",""
"11/05/2010","On The Go","MOVIES ON THE GO 953BLOOMINGTON46193528    763-772-8856 320103090150904639","8.62","debit","Groceries","Traditional Green Card","",""
"11/05/2010","Northstar Ramp","NORTHSTAR RAMP     QPS     MINNE","12.00","debit","Auto & Transport","Checking","",""
"11/05/2010","Sports Authority","SPORTS AUTHORI00007047     RICHF","49.99","debit","Sporting Goods","Checking","",""
"11/05/2010","5-8 Club","THE 5-8 CLUB               MINNE","43.00","debit","Restaurants","Checking","",""
"11/05/2010","Audible.com","Audible                    888-2","19.93","debit","Books","Checking","",""
"11/05/2010","USAA","USAA P&C INS     ONLINE PMT","83.00","debit","Financial","Checking","",""
"11/04/2010","Foot Locker","FOOTLOCKER #7134           EDINA","79.98","debit","Clothing","Checking","",""
"11/04/2010","Target","TARGET        00023135     EDINA","73.02","debit","Shopping","Checking","",""
"11/04/2010","Starbucks","STARBUCKS USA 00002881     MINNE","6.13","debit","Coffee Shops","Checking","",""
"11/04/2010","Byerly's","BYERLY'S EAGAN             EAGAN","11.04","debit","Groceries","Checking","",""
"11/04/2010","Ameriprise Financial","AMERIPRISE FINAN DIRECT DEP ****","4075.46","credit","Paycheck KK","Checking","",""
"11/04/2010","Kowalski's","KOWALSKI'S MARKET          MINNE","21.12","debit","Groceries","Checking","",""
"11/04/2010","Starbucks","STARBUCKS USA 00002881     MINNE","25.19","debit","Coffee Shops","Checking","",""
"11/04/2010","Jo-Ann Stores","JO-ANN ETC #2026           EDINA","5.35","debit","Hobbies","Checking","",""
"11/04/2010","Kowalski's","KOWALSKI'S MARKET          MINNE","9.67","debit","Groceries","Checking","",""
"11/03/2010","Mpls United Soccer","Mpls United Soccer 612-8229824 Mn","200.00","debit","Soccer","NWA Card","",""
"11/03/2010","Potbelly Sandwich Works","POTBELLY 057       QPS     MINNE","13.97","debit","Fast Food","Checking","",""
"11/03/2010","Pei Wei Chinese Food","PEI WEI #0090      QPS     WOODB","51.74","debit","Food & Dining","Checking","",""
"11/03/2010","Wal-Mart","WAL-MART #2198             BLOOM","4.97","debit","Shopping","Checking","",""
"11/03/2010","ULTA","ULTA #120                  EDINA","7.50","debit","Personal Care","Checking","",""
"11/03/2010","ULTA","ULTA #173                  WOODB","12.86","debit","Personal Care","Checking","",""
"11/02/2010","Superamerica","SUPERAMERICA 04188         RICHF","56.14","debit","Gas & Fuel","Checking","",""
"11/02/2010","ATM Fee Refund","ATM SURCHARGE REBATE","4.00","credit","ATM Fee","Checking","",""
"11/02/2010","Kowalski's","KOWALSKI'S MARKET          MINNE","13.87","debit","Groceries","Checking","",""
"11/02/2010","TGI Friday's","TGI_FRIDAYS #0789          BLOOM","27.63","debit","Restaurants","Checking","",""
"11/02/2010","Caribou Coffee","CARIBOU COFFEE 1274QPS     RICHF","1.07","debit","Coffee Shops","Checking","",""
"11/02/2010","Savoy Pizza Uptown","SAVOY PIZZA UPTOWN         MINNE","29.10","debit","Restaurants","Checking","",""
"11/02/2010","Rebate","DEBIT CARD REBATE","22.91","credit","Income","Checking","",""
"11/02/2010","Interest Paid","INTEREST PAID","0.13","credit","Interest Income","Checking","",""
"11/01/2010","Airport Parking","MSP AIRPORT PARKINGQPS     SAINT","3.00","debit","Auto & Transport","Checking","",""
"11/01/2010","Lynns Cake and Candy Supplies","LYNNS CAKE AND CANDY S     FRIDL","51.70","debit","Shopping","Checking","",""
"11/01/2010","Qwest","QWEST 8004238994 AUTO PAY   ****","96.85","debit","Home Phone","Checking","",""
"11/01/2010","Kowalski's","KOWALSKI'S MARKET          MINNE","8.70","debit","Groceries","Checking","",""
"11/01/2010","Target","TARGET        00023135     EDINA","39.52","debit","Shopping","Checking","",""
"11/01/2010","Check 2733","CHECK # 0000002733","130.00","debit","Check","Checking","",""
"11/01/2010","Starbucks","STARBUCKS C27 20511515     DALLA","4.49","debit","Coffee Shops","Checking","",""
"11/01/2010","OfficeMax","OFFICE MAX                 EDINA","75.07","debit","Office Supplies","Checking","",""
"11/01/2010","Kowalski's","KOWALSKI'S MARKET          MINNE","6.36","debit","Groceries","Checking","",""
"11/01/2010","Kowalski's","KOWALSKI'S MARKET          MINNE","3.78","debit","Groceries","Checking","",""
"11/01/2010","USAA","USAA             LOAN PMT   TO","272.66","debit","Financial","Checking","",""
"11/01/2010","Kowalski's","KOWALSKI'S MARKET          MINNE","6.53","debit","Groceries","Checking","",""
"11/01/2010","Little Cake Studio","LITTLE CAKE STUDIO LLC     SAINT","6.00","debit","Food & Dining","Checking","",""
"11/01/2010","Starbucks","STARBUCKS USA 00002881     MINNE","3.18","debit","Coffee Shops","Checking","",""
"11/01/2010","Starbucks","STARBUCKS USA 00002881     MINNE","22.65","debit","Coffee Shops","Checking","",""
"11/01/2010","Kowalski's","KOWALSKI'S MARKET          MINNE","48.92","debit","Groceries","Checking","",""
"11/01/2010","Whole Foods","WHOLEFDS STP 10035         ST. P","82.80","debit","Groceries","Checking","",""
"11/01/2010","Starbucks","STARBUCKS - BA20352233     ST PA","6.01","debit","Coffee Shops","Checking","",""
"11/01/2010","Sebastian Joe's","SEBASTIAN JOE'S    QPS     MINNE","10.03","debit","Fast Food","Checking","",""
"11/01/2010","Check 2730","CHECK # 0000002730","25.00","debit","Check","Checking","",""
"10/30/2010","Paradies","PARADIES TWO PODNERSDALLASCARD & SOUVENIR STORE 320103030084261852","23.78","debit","Shopping","Traditional Green Card","",""
"10/30/2010","American Airlines","AMERICAN AIRLINES    DALLASTKT# 0010614398932 320103030084261851","50.00","debit","Air Travel","Traditional Green Card","",""
"10/30/2010","McDonald's","MCDONALD'S F20727 00GRAPEVINE000000577   8174287808 320103030084261853","6.49","debit","Fast Food","Traditional Green Card","",""
"10/29/2010","Interest Paid","INTEREST PAID","0.02","credit","Interest Income","USAA SAVINGS","",""
"10/29/2010","Edina Shoe Repair","EDINA SHOE REPAIR          MINNE","9.44","debit","Clothing","Checking","",""
"10/29/2010","Transfer to NWA Card","CARDMEMBER SVC   ONLINE PMT ****","403.00","debit","Credit Card Payment","Checking","",""
"10/29/2010","Nt French Meadow Bakery","NT FRENCH MEAD20354791     ST PA","3.53","debit","Food & Dining","Checking","",""
"10/29/2010","KFC","KFC D002045   98120454     SAINT","18.29","debit","Fast Food","Checking","",""
"10/29/2010","Cole's Salon","COLE'S SALON - EAGAN S     EAGAN","99.12","debit","Personal Care","Checking","",""
"10/29/2010","Kowalski's","KOWALSKI'S MARKET          MINNE","37.27","debit","Groceries","Checking","",""
"10/29/2010","Edina Grill","EDINA GRILL                EDINA","33.72","debit","Fast Food","Checking","",""
"10/29/2010","Transfer from Checking","Payment Thank You","403.00","credit","Credit Card Payment","NWA Card","",""
"10/28/2010","Annual Membership Fee","RENEWAL MEMBERSHIP FEE 320103010970007958","55.00","debit","Service Fee","Traditional Green Card","",""
"10/28/2010","USPS Payroll","MPLS USPS PDC MN FED SALARY ****","100.00","credit","Paycheck Nick","USAA SAVINGS","",""
"10/28/2010","BP","LYNDALE BP         QPS     MINNE","49.24","debit","Gas & Fuel","Checking","",""
"10/28/2010","Kowalski's","KOWALSKI'S MARKET          MINNE","3.39","debit","Groceries","Checking","",""
"10/28/2010","Sprint","SPRINT LD        ONLINE PMT ****","20.50","debit","Home Phone","Checking","",""
"10/28/2010","Jimmy John's","JIMMY JOHN'S # 804 - E     EAGAN","7.60","debit","Restaurants","Checking","",""
"10/28/2010","Brueggers Minne","BRUEGGERS #246             MINNE","35.73","debit","Food & Dining","Checking","",""
"10/28/2010","Bachman's","BACHMAN'S INC #0002        877-2","43.96","debit","Gift","Checking","",""
"10/28/2010","Bachman's","BACHMAN'S INC #0002        877-2","38.78","debit","Gift","Checking","",""
"10/28/2010","USPS Payroll","MPLS USPS PDC MN FED SALARY ****","1712.80","credit","Paycheck Nick","Checking","",""
"10/28/2010","Rd Lyndale M","53RD&LYNDALE               M","102.00","debit","Cash & ATM","Checking","",""
"10/28/2010","Walgreen","WALGREENS #2196    QPS     MINNE","10.22","debit","Pharmacy","Checking","",""
"10/28/2010","Eddie Bauer","EDDIE BAUER 0023           EDINA","59.50","debit","Clothing","Checking","",""
"10/27/2010","Minesota Public Radio","MINESOTA PUBLIC RADIO      800-2","12.50","debit","Charity","Checking","",""
"10/27/2010","On The Go","MOVIES ON THE GO           BLOOM","4.31","debit","Groceries","Checking","",""
"10/27/2010","Epitome","EPITOME INC0       QPS     EDINA","17.16","debit","Clothing","Checking","",""
"10/27/2010","Kowalski's","KOWALSKI'S MARKET          MINNE","18.26","debit","Groceries","Checking","",""
"10/27/2010","Barnes & Noble","BARNES & NOBLE #2514       E","11.56","debit","Books","Checking","",""
"10/27/2010","Riverside","HP RIVERSIDE - 2ND FL.     MINNE","49.00","debit","Health Insurance","Checking","",""
"10/26/2010","Social Dance Studio","SOCIAL DANCE STUDIO        MINNE","65.00","debit","Dance Class","Checking","",""
"10/26/2010","AT&T Wireless","ATTM *199002752345         08003","121.97","debit","Mobile Phone","Checking","",""
"10/26/2010","Kowalski's","KOWALSKI'S MARKET          MINNE","20.04","debit","Groceries","Checking","",""
"10/25/2010","Hallmark","JAYNES HALLMARK 3          EAGAN","3.20","debit","Gift","Checking","",""
"10/25/2010","Bloom","BRIGHTON COLLECTIBLES      BLOOM","48.27","debit","Groceries","Checking","",""
"10/25/2010","On The Go","MOVIES ON THE GO           BLOOM","3.23","debit","Groceries","Checking","",""
"10/25/2010","Kowalski's","KOWALSKI'S MARKET          MINNE","9.08","debit","Groceries","Checking","",""
"10/25/2010","Starbucks","STARBUCKS USA 00002881     MINNE","20.66","debit","Coffee Shops","Checking","",""
"10/25/2010","American Express Credit Card","AMERICAN EXPRESS ELEC REMIT ****","789.37","debit","Credit Card Payment","Checking","",""
"10/25/2010","Chipotle","CHIPOTLE 0238      QPS     EAGAN","8.73","debit","Fast Food","Checking","",""
"10/25/2010","Holiday Stationstore","HOLIDAY STNSTORE 0332      MINNE","18.26","debit","Gas & Fuel","Checking","",""
"10/25/2010","Richfield Blmngtn Richf","RICHFIELD BLMNGTN          RICHF","32.19","debit","Uncategorized","Checking","",""
"10/25/2010","Kowalski's","KOWALSKI'S MARKET          MINNE","8.12","debit","Groceries","Checking","",""
"10/25/2010","Bachman's","BACHMAN'S INC #1           MINNE","41.49","debit","Gift","Checking","",""
"10/25/2010","Target","TARGET        00006940     WOODB","20.97","debit","Shopping","Checking","",""
"10/25/2010","BP","WOODBURY BP        QPS     WOODB","56.08","debit","Gas & Fuel","Checking","",""
"10/25/2010","Barnes & Noble","BARNES & NOBLE #2820       E","45.80","debit","Books","Checking","",""
"10/25/2010","Macy's","MACY*S EAST  #239  QPS     BLOOM","12.12","debit","Clothing","Checking","",""
"10/25/2010","Target","TARGET        00023002     RICHF","119.97","debit","Shopping","Checking","",""
